InventoryID,ItemNumber,Vendor,OEM,PartDescription,ListPrice,OutrightCosttoPartsSource,ExchangeCost,CoreCharge,ConditionCode,UOM,QTYUOM,StockYN,QOH,LeadTime,CompatibleModels,ManufacturedYear,Usage,InventoryID_2,InventoryID_3,CuryID,Subitem,Warehouse,InventoryID_4,Subitem_2,Warehouse_2,Location,RefNoteID,Attribute,InventoryID_5,Currency,ReplClass,Warehouse_3,LocationID
10276363,10276363,Avante Health Solutions,Siemens,UPDATE FOR PS2 AXIS,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10276363,20623,USD,0,ADI MAIN,,,,,f3da377b-906b-e911-8172-ae6f57ba0111,PARTGROUP,10276363,USD,PURCHASE,,
10-28024,10-28024,Avante Health Solutions,,DASM II LCAM,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10-28024,102676,USD,0,ADI MAIN,,,,,6c7d779f-1ad5-ea11-817e-fabae30ee089,PARTGROUP,10-28024,USD,PURCHASE,,
10280879,10280879,Avante Health Solutions,Siemens,Examination Control Console Version 3 Data Cable (ECC v3 Date Cable) AVANTE MADE GREY,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,11.000000,1-5 Days,,,,10280879,20298,USD,0,ADI MAIN,10280879,0,ADI MAIN,DISTOP,c4183e4b-906b-e911-8172-ae6f57ba0111,PARTGROUP,10280879,USD,PURCHASE,ADI MAIN,K8
10280879-N,10280879-N,Avante Health Solutions,Siemens,Examination Control Console Version 3 Data Cable (ECC v3 Date Cable),Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10280879-N,145387,USD,0,ADI MAIN,,,,,23c7a9af-b2cf-eb11-8176-12e75f4d5d6d,PARTGROUP,10280879-N,USD,PURCHASE,,
10355350,10355350,Avante Health Solutions,Siemens,D352 Board,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10355350,23568,USD,0,ADI MAIN,10355350,0,ADI MAIN,M99,2df44648-e3e9-e911-8176-efcdc93cb3d1,PARTGROUP,10355350,USD,PURCHASE,ADI MAIN,M99
10359177-N,10359177-N,Avante Health Solutions,Siemens,D600 Bd,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,10359177-N,149801,USD,0,ADI MAIN,,,,,4b5effcb-8548-ec11-817c-12e75f4d5d6d,PARTGROUP,10359177-N,USD,PURCHASE,,
10392213,10392213,Avante Health Solutions,,Coverset Axis 4,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10392213,161194,USD,0,ADI MAIN,,,,,9e51256d-29da-ed11-834a-121089124341,PARTGROUP,10392213,USD,PURCHASE,,
10392263,10392263,Avante Health Solutions,Siemens,Collision Protector Receptor Top Cover,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10392263,156401,USD,0,ADI MAIN,,,,,18dc7b06-5613-ed11-8185-12e75f4d5d6d,PARTGROUP,10392263,USD,PURCHASE,,
10392265-N,10392265-N,Avante Health Solutions,Siemens,Potentiometer Group for Lift ROS,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,10392265-N,161530,USD,0,ADI MAIN,,,,,0bec5e86-55ef-ed11-834b-121089124341,PARTGROUP,10392265-N,USD,PURCHASE,,
10392268,10392268,Avante Health Solutions,Siemens,Rotary Encoder,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10392268,156396,USD,0,ADI MAIN,10392268,0,ADI MAIN,K63,dafc52a7-5313-ed11-8185-12e75f4d5d6d,PARTGROUP,10392268,USD,PURCHASE,ADI MAIN,K63
10392271,10392271,Avante Health Solutions,Siemens,Rollo Bottom,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10392271,156397,USD,0,ADI MAIN,,,,,e6af6dd1-5313-ed11-8185-12e75f4d5d6d,PARTGROUP,10392271,USD,PURCHASE,,
10392520,10392520,Avante Health Solutions,Siemens,Celsius R640 Computer MCL - D1808,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10392520,20134,USD,0,ADI MAIN,,,,,d2bf5433-906b-e911-8172-ae6f57ba0111,PARTGROUP,10392520,USD,PURCHASE,,
10392522,10392522,Avante Health Solutions,Siemens,Nvidia Quadro FX 5600 Graphics Card,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10392522,20440,USD,0,ADI MAIN,,,,,0b4c3a5d-906b-e911-8172-ae6f57ba0111,PARTGROUP,10392522,USD,PURCHASE,,
10393091,10393091,Avante Health Solutions,Siemens,Spare Part Module M9,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10393091,157543,USD,0,ADI MAIN,,,,,df752fbb-3a38-ed11-8188-12e75f4d5d6d,PARTGROUP,10393091,USD,PURCHASE,,
10396500,10396500,Avante Health Solutions,Siemens,CPD FD 20X20 PLANE A,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10396500,144432,USD,0,ADI MAIN,,,,,637621ac-ceb8-eb11-8175-12e75f4d5d6d,PARTGROUP,10396500,USD,PURCHASE,,
10411374,10411374,Avante Health Solutions,Siemens,SIRC PCI Board,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10411374,143738,USD,0,ADI MAIN,,,,,5a9dc36f-8da3-eb11-8175-12e75f4d5d6d,PARTGROUP,10411374,USD,PURCHASE,,
10414569,10414569,Avante Health Solutions,Siemens,Loud Speaker,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10414569,138882,USD,0,ADI MAIN,,,,,27e88b3d-5887-eb11-8174-12e75f4d5d6d,PARTGROUP,10414569,USD,PURCHASE,,
10399064-N,10399064-N,Avante Health Solutions,Siemens,MCM Stand Complete,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10399064-N,147261,USD,0,ADI MAIN,,,,,cd1963ba-45f9-eb11-8178-12e75f4d5d6d,PARTGROUP,10399064-N,USD,PURCHASE,,
10399070,10399070,Avante Health Solutions,Siemens,ALI2,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10399070,156427,USD,0,ADI MAIN,,,,,46013811-2214-ed11-8185-12e75f4d5d6d,PARTGROUP,10399070,USD,PURCHASE,,
10410754,10410754,Avante Health Solutions,Siemens,EIZO MONITOR,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10410754,20284,USD,0,ADI MAIN,10410754,0,ADI MAIN,K82,7e034545-906b-e911-8172-ae6f57ba0111,PARTGROUP,10410754,USD,PURCHASE,ADI MAIN,K82
10414582,10414582,Avante Health Solutions,,DTC P15 FG PDS Assy.,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10414582,167335,USD,0,ADI MAIN,10414582,0,ADI MAIN,LRGFGP6-2,cb55a381-854e-ef11-835a-121089124341,PARTGROUP,10414582,USD,PURCHASE,ADI MAIN,LRGFGP6-2
10415047,10415047,Avante Health Solutions,Siemens,Signal Brush FG,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10415047,138017,USD,0,ADI MAIN,,,,,fcc07bca-3566-eb11-8172-12e75f4d5d6d,PARTGROUP,10415047,USD,PURCHASE,,
10415252,10415252,Avante Health Solutions,Siemens,VEGA 450 POWER SUPPLY,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10415252,63350,USD,0,ADI MAIN,,,,,aa78fa85-3264-ea11-817b-a9605c8569c6,PARTGROUP,10415252,USD,PURCHASE,,
10427736,10427736,Avante Health Solutions,SIEMENS,"SIEMENS X300, DVD-RW, GH-22NP20",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10427736,76694,USD,0,AUE MAIN,10427736,0,AUE MAIN,D19,44cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10427736,USD,PURCHASE,AUE MAIN,D19
10429325,10429325,Avante Health Solutions,SIEMENS,"Siemens X300, TI Assy",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10429325,76698,USD,0,AUE MAIN,10429325,0,AUE MAIN,C24,8ccd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10429325,USD,PURCHASE,AUE MAIN,C24
10430804,10430804,Avante Health Solutions,SIEMENS,UMAS 2,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10430804,22243,USD,0,ADI MAIN,,,,,78259db2-a7e6-e911-8176-efcdc93cb3d1,PARTGROUP,10430804,USD,PURCHASE,,
10431909,10431909,Avante Health Solutions,SIEMENS,Overvoltage protection complete,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10431909,25994,USD,0,ADI MAIN,10431909,0,ADI MAIN,M34,a2e52061-e7fc-e911-8177-b692338b994f,PARTGROUP,10431909,USD,PURCHASE,ADI MAIN,M34
10431913,10431913,Avante Health Solutions,Siemens,"Hitachi HUA722010CLA330 1TB 7200rpm 32mb SATA-II 7-Pin 3.5"" Hard Drive",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,18.000000,1-5 Days,,,,10431913,20846,USD,0,ADI MAIN,10431913,0,ADI MAIN,Q27,5f632a93-906b-e911-8172-ae6f57ba0111,PARTGROUP,10431913,USD,PURCHASE,ADI MAIN,Q27
10431954,10431954,Avante Health Solutions,SIEMENS,IRSmx3d complete,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10431954,22241,USD,0,ADI MAIN,10431954,0,ADI MAIN,M15,ceed6c96-a7e6-e911-8176-efcdc93cb3d1,PARTGROUP,10431954,USD,PURCHASE,ADI MAIN,M15
10430004,10430004,Avante Health Solutions,Siemens,Lithium battery CR2032 3V 225 mAh,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10430004,76702,USD,0,AUW MAIN,,,,,d4cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10430004,USD,PURCHASE,,
10430054,10430054,Avante Health Solutions,SIEMENS,"Siemens S2000, Mediana Physio Assembly",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,8.000000,1-5 Days,,,,10430054,76703,USD,0,AUE MAIN,10430054,0,AUE MAIN,C62,e6cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10430054,USD,PURCHASE,AUE MAIN,C8
10430757,10430757,Avante Health Solutions,Siemens,Emerson UPS P45,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10430757,169747,USD,0,ADI MAIN,10430757,0,ADI MAIN,Q35,c66c4eb1-46be-ef11-835f-121089124341,PARTGROUP,10430757,USD,PURCHASE,ADI MAIN,Q35
10430784,10430784,Avante Health Solutions,Siemens,Hose Coupling,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10430784,25701,USD,0,ADI MAIN,,,,,695f1852-e6fc-e911-8177-b692338b994f,PARTGROUP,10430784,USD,PURCHASE,,
10431504,10431504,Avante Health Solutions,Siemens,W507 DMS PSB X1 to PUD X2,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10431504,169779,USD,0,ADI MAIN,,,,,53d9d4f2-ddc3-ef11-835f-121089124341,PARTGROUP,10431504,USD,PURCHASE,,
10431953,10431953,Avante Health Solutions,Siemens,"IRS Hard Drive, 450GB SAS",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10431953,147851,USD,0,ADI MAIN,,,,,efe3d6b8-b909-ec11-8179-12e75f4d5d6d,PARTGROUP,10431953,USD,PURCHASE,,
104373,104373,Avante Health Solutions,Siemens,Head Support Assembly,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,104373,63362,USD,0,ADI MAIN,,,,,a779fa85-3264-ea11-817b-a9605c8569c6,PARTGROUP,104373,USD,PURCHASE,,
10438594,10438594,Avante Health Solutions,SIEMENS,"CABLE, MON, AUD,VID, PWR, S2000   wide screen",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10438594,76721,USD,0,AUE MAIN,,,,,2dcf1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10438594,USD,PURCHASE,,
10439261,10439261,Avante Health Solutions,SIEMENS,"Knob2, Large Freeze knob, S/SC2000",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10439261,76725,USD,0,AUW MAIN,,,,,75cf1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10439261,USD,PURCHASE,,
10439455,10439455,Avante Health Solutions,SIEMENS,"P500 Cord2, Pwr, 115V, USA_North America",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10439455,76726,USD,0,AUE MAIN,,,,,87cf1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10439455,USD,PURCHASE,,
10439494,10439494,Avante Health Solutions,SIEMENS,S2000/Antares AC Tray,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10439494,76730,USD,0,AUW MAIN,,,,,d1cf1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10439494,USD,PURCHASE,,
104461,104461,Avante Health Solutions,Siemens,1.5T 7 Ch Breast Biopsy Coil,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,104461,34205,USD,0,ADI MAIN,,,,,979d282e-dd32-ea11-8179-d2e12e40ca40,PARTGROUP,104461,USD,PURCHASE,,
104579,104579,Avante Health Solutions,Philips,"1/2"" Union Line Coupler / Cryo Line Aeroquip Plug",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,104579,63364,USD,0,ADI MAIN,,,,,da79fa85-3264-ea11-817b-a9605c8569c6,PARTGROUP,104579,USD,PURCHASE,,
10348618,10348618,Avante Health Solutions,SIEMENS,"Siemens S2000, Short Probe Holder",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,8.000000,1-5 Days,,,,10348618,76665,USD,0,AUE MAIN,10348618,0,AUE MAIN,D18,27e11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10348618,USD,PURCHASE,AUE MAIN,D18
10349228,10349228,Avante Health Solutions,SIEMENS,"Siemens X150, ACDC Power Supply",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10349228,76675,USD,0,AUW MAIN,,,,,dfe11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10349228,USD,PURCHASE,,
10354266-N,10354266-N,Avante Health Solutions,Siemens,UMAS 2A,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,10354266-N,158998,USD,0,ADI MAIN,,,,,93a0dabd-0071-ed11-818a-12e75f4d5d6d,PARTGROUP,10354266-N,USD,PURCHASE,,
10359157,10359157,Avante Health Solutions,Siemens,SPARE PART FUSE F1,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10359157,20556,USD,0,ADI MAIN,,,,,2725366f-906b-e911-8172-ae6f57ba0111,PARTGROUP,10359157,USD,PURCHASE,,
10359171,10359171,Avante Health Solutions,Philips,RESET BD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10359171,19477,USD,0,ADI MAIN,,,,,0a4992cd-8f6b-e911-8172-ae6f57ba0111,PARTGROUP,10359171,USD,PURCHASE,,
10392210-N,10392210-N,Avante Health Solutions,,Base Cover,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,10392210-N,166909,USD,0,ADI MAIN,,,,,9b711e8e-5f39-ef11-8359-121089124341,PARTGROUP,10392210-N,USD,PURCHASE,,
10393150,10393150,Avante Health Solutions,Siemens,DMS B,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10393150,138793,USD,0,ADI MAIN,,,,,24ed9ec5-9583-eb11-8173-12e75f4d5d6d,PARTGROUP,10393150,USD,PURCHASE,,
10396497,10396497,Avante Health Solutions,,"CPD FD 30X40 BIPLANE, YELLOW RUBBER WITH GREY KEYS",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10396497,21828,USD,0,ADI MAIN,,,,,de6dd660-de86-e911-8172-ae6f57ba0111,PARTGROUP,10396497,USD,PURCHASE,,
10396512,10396512,Avante Health Solutions,SIEMENS,"Gas-Spring, Bloc-o-lift (Antares/S2000) SEE PN 11290485",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10396512,76688,USD,0,AUE MAIN,,,,,cce21ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10396512,USD,PURCHASE,,
10399064,10399064,Avante Health Solutions,Siemens,MCM Stand Complete,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10399064,20380,USD,0,ADI MAIN,10399064,0,ADI MAIN,K92,a08c4157-906b-e911-8172-ae6f57ba0111,PARTGROUP,10399064,USD,PURCHASE,ADI MAIN,K92
10427540,10427540,Avante Health Solutions,SIEMENS,"Siemens X300, Flat Panel Monitor",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10427540,76692,USD,0,AUE MAIN,10427540,0,AUE MAIN,F38,20cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10427540,USD,PURCHASE,AUE MAIN,F38
10427819,10427819,Avante Health Solutions,SIEMENS,"X300, GEL WARMER",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10427819,76695,USD,0,AUE MAIN,10427819,0,AUE MAIN,E27,56cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10427819,USD,PURCHASE,AUE MAIN,E27
10429358,10429358,Avante Health Solutions,SIEMENS,"X300, Control Panel",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10429358,144953,USD,0,AUE MAIN,,,,,8f18964a-a9c4-eb11-8176-12e75f4d5d6d,PARTGROUP,10429358,USD,PURCHASE,,
10280923-N,10280923-N,Avante Health Solutions,Siemens,ECC-J Interconnection Set,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10280923-N,151230,USD,0,ADI MAIN,,,,,d6c914b4-e082-ec11-817e-12e75f4d5d6d,PARTGROUP,10280923-N,USD,PURCHASE,,
10293047,10293047,Avante Health Solutions,Siemens,"19"" Monitor SW",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10293047,20077,USD,0,ADI MAIN,10293047,0,ADI MAIN,K69,cffe6127-906b-e911-8172-ae6f57ba0111,PARTGROUP,10293047,USD,PURCHASE,ADI MAIN,K69
10293050,10293050,Avante Health Solutions,Siemens,"19"" Monitor DSC 1908-D",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,8.000000,1-5 Days,,,,10293050,20076,USD,0,ADI MAIN,10293050,0,ADI MAIN,Q7,c4fe6127-906b-e911-8172-ae6f57ba0111,PARTGROUP,10293050,USD,PURCHASE,ADI MAIN,Q7
10348317,10348317,Avante Health Solutions,SIEMENS,"Siemens X300, 3.0~6.0 BE PWA",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10348317,76657,USD,0,AUE MAIN,10348317,0,AUE MAIN,B61,95e01ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10348317,USD,PURCHASE,AUE MAIN,B61
10348644,10348644,Avante Health Solutions,SIEMENS,"Siemens S2000, Long Probe Holder",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10348644,76666,USD,0,AUE MAIN,10348644,0,AUE MAIN,D18,39e11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10348644,USD,PURCHASE,AUE MAIN,D18
10348961,10348961,Avante Health Solutions,SIEMENS,"Siemens X300, TI Module 3.0",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10348961,76669,USD,0,AUE MAIN,10348961,0,AUE MAIN,C34,6fe11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10348961,USD,PURCHASE,AUE MAIN,C34
10349050,10349050,Avante Health Solutions,SIEMENS,"Siemens X300 r3.0r4.0 RM-SATA HDD, PATA DVD",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10349050,76672,USD,0,AUE MAIN,,,,,a5e11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10349050,USD,PURCHASE,,
10349089,10349089,Avante Health Solutions,SIEMENS,"Wobbler Probe Holder, S2000",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10349089,76673,USD,0,AUE MAIN,10349089,0,AUE MAIN,D77-2,b8e11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10349089,USD,PURCHASE,AUE MAIN,D77-2
10349299,10349299,Avante Health Solutions,SIEMENS,"Acuson X150, UI Console",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10349299,76676,USD,0,AUW MAIN,,,,,f1e11ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10349299,USD,PURCHASE,,
10349560,10349560,Avante Health Solutions,SIEMENS,X150 R2.0 RM_G,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10349560,76680,USD,0,AUE MAIN,10349560,0,AUE MAIN,D13,3be21ed2-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10349560,USD,PURCHASE,AUE MAIN,E12
10354266,10354266,Avante Health Solutions,Siemens,UMAS 2A,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,7.000000,1-5 Days,,,,10354266,154632,USD,0,ADI MAIN,10354266,0,ADI MAIN,Q16,3ba0a071-5ad1-ec11-8181-12e75f4d5d6d,PARTGROUP,10354266,USD,PURCHASE,ADI MAIN,Q16
10355842,10355842,Avante Health Solutions,Siemens,Gas Spring,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10355842,170729,USD,0,ADI MAIN,,,,,a012e7ab-2646-f011-8365-121089124341,PARTGROUP,10355842,USD,PURCHASE,,
10429472,10429472,Avante Health Solutions,SIEMENS,"Siemens X300, AC/DC Power Supply Assembly, PE",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,10429472,76700,USD,0,AUE MAIN,,,,,b0cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10429472,USD,PURCHASE,,
10429578,10429578,Avante Health Solutions,SIEMENS,"Assembly, X300 PE DC/DC",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,2.000000,1-5 Days,,,,10429578,76701,USD,0,AUW MAIN,10429578,0,AUE MAIN,E48,c2cd1dd8-6868-ea11-817c-8cbf77a7ab76,PARTGROUP,10429578,USD,PURCHASE,AUE MAIN,E48
10430285,10430285,Avante Health Solutions,SIEMENS,"MONITOR, FULL HD 21.5IN FPD",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,9.000000,1-5 Days,,,,10430285,34162,USD,0,AUW MAIN,10430285,0,AUE MAIN,F68,afedf9e6-e42b-ea11-8179-d2e12e40ca40,PARTGROUP,10430285,USD,PURCHASE,AUE MAIN,F68
10430747,10430747,Avante Health Solutions,,PDR,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,6.000000,1-5 Days,,,,10430747,81695,USD,0,ADI MAIN,10430747,0,ADI MAIN,Q59,3e6724f0-6794-ea11-817c-8cbf77a7ab76,PARTGROUP,10430747,USD,PURCHASE,ADI MAIN,Q59
10430933,10430933,Avante Health Solutions,SIEMENS,Footswitch X-ray,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,10430933,25697,USD,0,ADI MAIN,10430933,0,ADI MAIN,M2,3e5f1852-e6fc-e911-8177-b692338b994f,PARTGROUP,10430933,USD,PURCHASE,ADI MAIN,M2
10430933-N,10430933-N,Avante Health Solutions,SIEMENS,Footswitch X-ray,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,10430933-N,162564,USD,0,ADI MAIN,,,,,d5b7e3e3-ea2f-ee11-834e-121089124341,PARTGROUP,10430933-N,USD,PURCHASE,,
